YEAR,ORG_ID,ORG_NAME,PROJECT_NAME,STUDENT/PROJECT URL,MENTOR/ORG_URL
2016,,Apache Software Foundation,Smoke Tests and Continuous Integration Infrastructure for Apache Open Climate Workbench,https://github.com/apache/climate/commits/master?author=jarifibrahim,https://summerofcode.withgoogle.com/archive/2016/organizations/5934639780724736/
2016,,Drupal,Social API,https://docs.google.com/spreadsheets/d/1J8SpsmozQsIWstOh6UIe00FOKy1opnGExvLfLK6P5MA/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2016/organizations/4644948074823680/
2016,,Catrobat,Social Media Features,https://docs.google.com/spreadsheets/d/13OwlViA0szaLwQBT2Xx0IQMtpPFIZJHtvKJFqGKELOU/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2016/organizations/5859735551082496/
2016,,CiviCRM,Social Media Integration with CiviCRM,https://github.com/siddharthg/org.civicrm.civisocial,https://summerofcode.withgoogle.com/archive/2016/organizations/4866334043144192/
2016,,Soletta Project,sol-lwm2m: Implement missing features,https://github.com/solettaproject/soletta/commits?author=bsmelo,https://summerofcode.withgoogle.com/archive/2016/organizations/6477188102619136/
2016,,Drupal,Solving content conflicts with merge algorithms in Drupal 8,http://rakeshverma.in/final-submission,https://summerofcode.withgoogle.com/archive/2016/organizations/4644948074823680/
2016,,Scala,Source Code Preserving AST,https://github.com/akhileshs/scalameta/,https://summerofcode.withgoogle.com/archive/2016/organizations/5069813219065856/
2016,,BeagleBoard.org,SPI slave driver implementation,https://github.com/pmezydlo/SPI_slave_driver_implementation/wiki,https://summerofcode.withgoogle.com/archive/2016/organizations/6012249034457088/
2016,,Distributed and Unified Numerics Environment (DUNE),Spline geometries for isogeometric analysis,http://gsoc2016xinyun.blogspot.de/,https://summerofcode.withgoogle.com/archive/2016/organizations/5457125316755456/
2016,,The NetBSD Foundation,Split debug symbols for pkgsrc builds,https://github.com/iamleot/pkgsrc/commits/debugpkg?author=iamleot,https://summerofcode.withgoogle.com/archive/2016/organizations/6363144104443904/
2016,,MovingBlocks,Standalone NUI extraction and visual NUI editor,https://rzats.github.io/gsoc/2016-final-report,https://summerofcode.withgoogle.com/archive/2016/organizations/5187993270747136/
2016,,R project for statistical computing,Standard Error of Risk and Performance Measures for Non-Normal and Serially Correlated Asset Returns,https://github.com/chenx26/EstimatorStandardError/commits/master?author=chenx26,https://summerofcode.withgoogle.com/archive/2016/organizations/6032418200879104/
2016,,Inclusive Design Institute,Stanislav Shterev IDI UIO Responsive Design Proposal,https://github.com/fluid-project/infusion/pull/726,https://summerofcode.withgoogle.com/archive/2016/organizations/4725596554788864/
2016,,Eclipse Foundation,Statistics from the Developer Workspace,https://docs.google.com/document/d/18OW0AWDE6xxY4jJD32N8pMhdkNeyjwmvir_6yAzHqVM/pub,https://summerofcode.withgoogle.com/archive/2016/organizations/6236335463464960/
2016,,Python Software Foundation,Statsmodels: Distributed Estimation and Statistical Inference for Regression,https://github.com/statsmodels/statsmodels/pull/3055,https://summerofcode.withgoogle.com/archive/2016/organizations/5597862805110784/
2016,,Python Software Foundation,Statsmodels: State-Space Models with Markov Switching,https://github.com/statsmodels/statsmodels/pull/2921/commits,https://summerofcode.withgoogle.com/archive/2016/organizations/5597862805110784/
2016,,Python Software Foundation,statsmodels: Vector Error Correction Model (VECM),https://github.com/statsmodels/statsmodels/pull/3070,https://summerofcode.withgoogle.com/archive/2016/organizations/5597862805110784/
2016,,"MBDyn, Department of Aerospace Science and Technology at Politecnico di Milano",Step Size Control,https://gist.github.com/AnkitAggarwalPEC/7f5cd8b566c935e4c312083daa0ac1bf,https://summerofcode.withgoogle.com/archive/2016/organizations/6241651022364672/
2016,,strace,Strace Fault Injection Proposal,https://brokenpi.pe/tools/strace-fault-injection,https://summerofcode.withgoogle.com/archive/2016/organizations/5410403857203200/
2016,,Sugar Labs,Sugar Labs proposal - Jeremie Amsellem,http://lp1-eu.blogspot.fr/2016/08/google-summer-of-code-last-week.html,https://summerofcode.withgoogle.com/archive/2016/organizations/6254828787335168/
2016,,Sugar Labs,Sugar on the Ground,https://iamutkarshtiwari.wordpress.com/about/google-summer-of-code16-with-sugar-labs-2/,https://summerofcode.withgoogle.com/archive/2016/organizations/6254828787335168/
2016,,FreeBSD,Support bhyve as a Vagrant VM backend,https://github.com/jesa7955/vagrant-bhyve/commits/master?author=jesa7955,https://summerofcode.withgoogle.com/archive/2016/organizations/5673385510043648/
2016,,Xapian Search Engine Library,Support for HHVM,https://trac.xapian.org/wiki/GSoC2016/HHVM/Report,https://summerofcode.withgoogle.com/archive/2016/organizations/5814122998398976/
2016,,Debian Project,Support for KLEE in Debile,https://dimjasevic.net/marko/2016/08/14/summary-of-my-google-summer-of-code-2016-project/,https://summerofcode.withgoogle.com/archive/2016/organizations/4808739873882112/
2016,,KDE,Support for medium and low tile levels in the OSM Vector Map of Marble,https://github.com/KDE/marble/commits/master?author=akshat.tandon@research.iiit.ac.in,https://summerofcode.withgoogle.com/archive/2016/organizations/5267579820048384/
2016,,The Julia Language,Support for Optimization with Complex Variable in Convex.jl,https://ayush-iitkgp.github.io/posts/is-it-the-end-or-another-beginning/,https://summerofcode.withgoogle.com/archive/2016/organizations/5096506709245952/
2016,,LibreOffice,Support ODF styles in Calc using Orcus,https://jaskaranvs.wordpress.com/2016/08/20/gsoc-project-submission-report/,https://summerofcode.withgoogle.com/archive/2016/organizations/6301550246887424/
2016,,Freifunk,SWOON: Simultaneous Wireless Organic Optimization within Nodewatcher,http://blog.freifunk.net/2016/swoon-simultaneous-wireless-organic-optimization-within-nodewatcher-final-steps,https://summerofcode.withgoogle.com/archive/2016/organizations/6540884078231552/
2016,,GNU Octave,Symbolic Package,https://genuinelucifer.wordpress.com/2016/08/22/summary-of-work-done-during-gsoc/,https://summerofcode.withgoogle.com/archive/2016/organizations/4799884188188672/
2016,,CiviCRM,Synchronization Framework,https://adikare.github.io/org.civicrm.genericsync/,https://summerofcode.withgoogle.com/archive/2016/organizations/4866334043144192/
2016,,The syslog-ng project,syslog-ng as a command line tool,https://kvch.github.io/syslog-ng-as-a-command-line-tool.html,https://summerofcode.withgoogle.com/archive/2016/organizations/4906518294036480/
2016,,"Systers, an Anita Borg Institute Community",Systers Features for Mailman 3,https://github.com/systers/postorius/pull/4/commits,https://summerofcode.withgoogle.com/archive/2016/organizations/5689792285114368/
2016,,The Tor Project,Tails Server,https://lists.torproject.org/pipermail/tor-dev/2016-August/011316.html,https://summerofcode.withgoogle.com/archive/2016/organizations/6183886396588032/
2016,,Apache Software Foundation,TAVERNA-880 Browse+use CWL tool descriptions,http://maanadevgsoc2016.blogspot.com/2016/08/final-evaluation.html,https://summerofcode.withgoogle.com/archive/2016/organizations/5934639780724736/
2016,,FreeBSD,TCP/IP Regression Test Suite,https://wiki.freebsd.org/SummerOfCode2016/TCP-IP-RegressionTestSuite,https://summerofcode.withgoogle.com/archive/2016/organizations/5673385510043648/
2016,,FFmpeg,Tee muxer improvement,http://ffmpeg.org/pipermail/ffmpeg-devel/2016-August/198108.html,https://summerofcode.withgoogle.com/archive/2016/organizations/4753437874978816/
2016,,Debian Project,Telepathy Connection Manager for Ring protocol,https://gist.github.com/alok4nand/35a8e085fc62a8641cbf653881ab3ca2,https://summerofcode.withgoogle.com/archive/2016/organizations/4808739873882112/
2016,,52°North Initiative for Geospatial Open Source Software GmbH,Terrain Model Generation and Analysis,https://wiki.52north.org/Projects/GSoC2016TerrainModelGenerationandAnalysis,https://summerofcode.withgoogle.com/archive/2016/organizations/5429283996565504/
2016,,"Systers, an Anita Borg Institute Community",Test Automation for Mobile App Control Center,https://docs.google.com/document/d/1fzjT84IN6R9FhJP5kwXof2rHXpBzGNJonSxStJDASJ8/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2016/organizations/5689792285114368/
2016,,JBoss Community,Test scheduling for large test suites,https://drive.google.com/file/d/0B51JRSedIsfmdHhZSFVfeGNZNEE/view?usp=sharing,https://summerofcode.withgoogle.com/archive/2016/organizations/6177116454387712/
2016,,"Systers, an Anita Borg Institute Community",Testing Automation,https://github.com/daisyab/pchub/commits/new,https://summerofcode.withgoogle.com/archive/2016/organizations/5689792285114368/
2016,,"Systers, an Anita Borg Institute Community",Testing Automation for Peace Corps Safety Web Application(PCSA Web),https://drive.google.com/drive/folders/0B1qLSXsGqNTPdkJFYnUwcy1pb3c,https://summerofcode.withgoogle.com/archive/2016/organizations/5689792285114368/
2016,,Orange – Data Mining Fruitful & Fun,Text Mining Add On,https://github.com/biolab/orange3/wiki/GSoC-Contributions#orange-add-on-text-mining,https://summerofcode.withgoogle.com/archive/2016/organizations/6400146589876224/
2016,,BRL-CAD,The FreeCAD Plugin Installer,https://github.com/mandeeps708/PluginManager,https://summerofcode.withgoogle.com/archive/2016/organizations/6087583029264384/
2016,,The Linux Foundation,The Linux Foundation OpenPrinting Proposal (Draft),https://kdn251.github.io/linux-description-page.html,https://summerofcode.withgoogle.com/archive/2016/organizations/4711296729612288/
2016,,dbpediaspotlight,The List Extractor,https://github.com/dbpedia/list-extractor,https://summerofcode.withgoogle.com/archive/2016/organizations/6313893177589760/
2016,,National Resource for Network Biology (NRNB),The Online Resource for Interface Based Interaction Networks (TOR-IBIN) Web Interface,https://drive.google.com/open?id=1hrBy2_eCS7JGOI7vj2w_2dD9zYrFnpCgnH13bxsKuEM,https://summerofcode.withgoogle.com/archive/2016/organizations/6599328919453696/
2016,,Shogun Machine Learning Toolbox,The Shogun Detox – GSoC 2016 Proposal,https://github.com/OXPHOS/shogun/wiki/GSoC-2016-Final-Report-:-The-Shogun-Detox,https://summerofcode.withgoogle.com/archive/2016/organizations/5799699692912640/
2016,,dbpediaspotlight,The Table Extractor,https://github.com/dbpedia/table-extractor,https://summerofcode.withgoogle.com/archive/2016/organizations/6313893177589760/
2016,,International Neuroinformatics Coordinating Facility,The Virtual Brain Project #2: Improving  Parameter Space Exploration Tool,https://docs.google.com/document/d/1fmPD8wmhpVc8nwD_EYCAZVU2Nl0EVkKddCJ_b26Rqyw/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2016/organizations/6563422992859136/
2016,,Python Software Foundation,Theano : Better handling of larger graphs and faster optimization phase during compilation,http://sentient07.blogspot.fr/2016/08/summary-of-pull-requests.html,https://summerofcode.withgoogle.com/archive/2016/organizations/5597862805110784/
2016,,Python Software Foundation,Theano: GPU optimizations and operation support,https://tsirif.github.io/announcements/gsoc-has-come-to-an-end/,https://summerofcode.withgoogle.com/archive/2016/organizations/5597862805110784/
2016,,Mozilla,Thunderbird - Implement mbox -> maildir converter,https://wiki.mozilla.org/User:Anindyapandey,https://summerofcode.withgoogle.com/archive/2016/organizations/5282259481395200/
2016,,Timelab Technologies Ltd.,Time Series Simulator Using Impulse Responses,http://usmanwardag.github.io/gsoc/stingray/2016/08/14/GSOC-Wrap-Up.html,https://summerofcode.withgoogle.com/archive/2016/organizations/6356852245790720/
2016,,CERN SFT,TMVA Project in Machine Learning,https://abhinavmoudgil95.github.io/google%20summer%20of%20code/2016/08/23/gsoc-conclusion.html,https://summerofcode.withgoogle.com/archive/2016/organizations/6273708926697472/
2016,,Red Hen Lab,To construct Bootstrapping Human Motion Data for Gesture Analysis,https://github.com/AswinKumar1/Forced-Alignment/wiki,https://summerofcode.withgoogle.com/archive/2016/organizations/5973353810624512/
2016,,Moodle,tool_pluginkenobi: Your guide to plugin creation,https://github.com/mudrd8mz/moodle-tool_pluginskel/commits/master?author=alexandru-elisei,https://summerofcode.withgoogle.com/archive/2016/organizations/4769741570834432/
2016,,Discourse,"Topic summaries, Canned Replies and Presence features",https://gist.github.com/adrapereira/f198238afb874ee692da08f4982aa203,https://summerofcode.withgoogle.com/archive/2016/organizations/6414446415052800/
2016,,International Neuroinformatics Coordinating Facility,Towards Support for Reverse Engineering of Neural Circuits and Non-Linear Dimensionality Reduction in Fovea and PyDSTool,https://github.com/mcneela/Retina,https://summerofcode.withgoogle.com/archive/2016/organizations/6563422992859136/
2016,,Unitex/GramLab,TreeCloud Visualization tool,https://drive.google.com/drive/folders/0B1uzOloZ6LTcVDY3bjBLbXExYmc,https://summerofcode.withgoogle.com/archive/2016/organizations/6601174413213696/
2016,,FFmpeg,TrueHD Encoder,http://jailuthra.in/2016/08/gsoc-3.html,https://summerofcode.withgoogle.com/archive/2016/organizations/4753437874978816/
2016,,strace,Truly structured output for strace,https://github.com/lineprinter/strace/wiki/GSoC-related-information,https://summerofcode.withgoogle.com/archive/2016/organizations/5410403857203200/
2016,,Python Software Foundation,Tryton: Add CSV Import/Export to SAO Client,http://codereview.tryton.org/27421002,https://summerofcode.withgoogle.com/archive/2016/organizations/5597862805110784/
2016,,National Resource for Network Biology (NRNB),Tutorials for Cytoscape.js,https://github.com/cytoscape/cytoscape.js-tutorials/commits?author=josephst,https://summerofcode.withgoogle.com/archive/2016/organizations/6599328919453696/
2016,,Mozilla,"Two Projects to Make A-Frame More Useful, Accessible, and Exciting",https://docs.google.com/document/d/1J1y3m8PP19AVeJn9ShXkcWELXa-l0JIEN3OJCTdvntw/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2016/organizations/5282259481395200/
2016,,radare,Type Inference and C Output for radeco,https://github.com/radare/radeco-lib/commits/master,https://summerofcode.withgoogle.com/archive/2016/organizations/6043148908232704/
2016,,LabLua,Typed Lua Core Typechecker,https://github.com/tomkee/typed-lua-core,https://summerofcode.withgoogle.com/archive/2016/organizations/4733835644239872/
2016,,KDE,Umbrello: New Breath,https://community.kde.org/GSoC/2016/StatusReports/LaysRodrigues,https://summerofcode.withgoogle.com/archive/2016/organizations/5267579820048384/
2016,,LibreOffice,Unifying low-level text layout using HarfBuzz,https://somefoobar.wordpress.com/2016/08/24/gsoc-project-comes-to-an-end/,https://summerofcode.withgoogle.com/archive/2016/organizations/6301550246887424/
2016,,MariaDB,Unique Index for BLOBs And Adaptive Hashing for Generated Hash,http://sachin1001gsoc.blogspot.in/2016/08/gsoc-2016.html,https://summerofcode.withgoogle.com/archive/2016/organizations/4961683122421760/
2016,,MariaDB,Unique Indexes for blobs,https://sites.google.com/site/shubhamgsoc2016/,https://summerofcode.withgoogle.com/archive/2016/organizations/4961683122421760/
2016,,BuildmLearn,University Campus Portal (UCP),https://github.com/BuildmLearn/University-Campus-Portal-UCP/commits/master?author=pranav15197,https://summerofcode.withgoogle.com/archive/2016/organizations/4929075730710528/
2016,,OpenCV,Update OpenCV file storage,https://wiryls.gitbooks.io/gsoc-2016-update-opencv-filestorage/content/,https://summerofcode.withgoogle.com/archive/2016/organizations/6474535423442944/
2016,,OpenMRS,Upgrade Data Collection support for Human Genetics Care,https://github.com/surangak/HguSriLanka,https://summerofcode.withgoogle.com/archive/2016/organizations/5007071531499520/
2016,,NumFOCUS,Upgrade to datapackage.json standard,https://goelakash.wordpress.com/2016/08/21/gsoc-blog-wrap-up/,https://summerofcode.withgoogle.com/archive/2016/organizations/4647600753999872/
2016,,Boston University / XIA,Upgrading the FIB hash table of principals to the relativistic hash table,https://github.com/sachinparyani/GSoC-Linux-XIA,https://summerofcode.withgoogle.com/archive/2016/organizations/5821053733437440/
2016,,GNOME,Uploading photos to Google,https://bugzilla.gnome.org/show_bug.cgi?id=751181,https://summerofcode.withgoogle.com/archive/2016/organizations/6228320517619712/
2016,,TEAMMATES @ National University of Singapore,Usability Hero: Rethinking the UI/UX,https://github.com/TEAMMATES/teammates/commits/master?author=YongJieYongJie,https://summerofcode.withgoogle.com/archive/2016/organizations/5837196636454912/
2016,,52°North Initiative for Geospatial Open Source Software GmbH,Usability improvements for smle,https://github.com/52North/smle/commits/master?author=sheff146,https://summerofcode.withgoogle.com/archive/2016/organizations/5429283996565504/
2016,,KDE,Use Phabricator API to enhance KDE Reports,https://community.kde.org/GSoC/2016/StatusReports/AliMohamed,https://summerofcode.withgoogle.com/archive/2016/organizations/5267579820048384/
2016,,BRL-CAD,User Interface for Customizing Models,https://github.com/openscad/openscad/pull/1751,https://summerofcode.withgoogle.com/archive/2016/organizations/6087583029264384/
2016,,Sustainable Computing Research Group ( SCoRe ),User interfaces for Tracker,https://gist.github.com/Dilu9218/c40f73b8fbb7e2f70077f20eafda031b,https://summerofcode.withgoogle.com/archive/2016/organizations/4828464645406720/
2016,,Health Information Systems Programme,User Profile App using ReactJs,https://medium.com/@adheeshbhatia/user-profile-app-for-dhis-2-686aef2104d8,https://summerofcode.withgoogle.com/archive/2016/organizations/5849050746191872/
2016,,Open Genome Informatics,Using Go-Docker to enhance Galaxy functionalities,https://github.com/varunshankar/galaxy-godocker,https://summerofcode.withgoogle.com/archive/2016/organizations/5362834141609984/
2016,,Java Pathfinder Team,Using JPF to efficiently compute workload in Multi-Agent Systems,https://drive.google.com/open?id=0BwrgAhm5slznTFlpNUhJRjRXZ1k,https://summerofcode.withgoogle.com/archive/2016/organizations/4723150839349248/
2016,,Blender Foundation,UV Tools,https://wiki.blender.org/index.php/User:SaphireS/gsoc2016/finalreport,https://summerofcode.withgoogle.com/archive/2016/organizations/6317853942743040/
2016,,Portland State University,Variable Segment Length Bitmap Compression,https://github.com/aingerson/GSoC_2016_Compressor,https://summerofcode.withgoogle.com/archive/2016/organizations/5206770867765248/
2016,,FFmpeg,VDPAU filter,https://github.com/Benjaminst123/FFmpeg/commits/master,https://summerofcode.withgoogle.com/archive/2016/organizations/4753437874978816/
2016,,Java Pathfinder Team,Verifying Safety of NextGen Models,https://github.com/ai-se/brahms,https://summerofcode.withgoogle.com/archive/2016/organizations/4723150839349248/
2016,,Vert.x,"Vert.x Eventbus clients for Python,C#, C, and Rust applications",http://jayamine.weebly.com/project-progress/tcp-eventbus-clients-python-c-c-and-rust,https://summerofcode.withgoogle.com/archive/2016/organizations/5126842331693056/
2016,,OSGeo - The Open Source Geospatial Foundation,VistSOS: the istSOS Data Visualization Framework,https://felipe07.github.io/VistSOS-1/,https://summerofcode.withgoogle.com/archive/2016/organizations/6434461499523072/
2016,,52°North Initiative for Geospatial Open Source Software GmbH,Visual Analytics of EnviroCar Tracks,https://naveenjafersite.wordpress.com/2016/08/22/google-summer-of-code-2016/,https://summerofcode.withgoogle.com/archive/2016/organizations/5429283996565504/
2016,,OpenStreetMap,Visual Lane Editor for iD,https://www.openstreetmap.org/user/kepta/diary/39327,https://summerofcode.withgoogle.com/archive/2016/organizations/6253041544069120/
2016,,Open Genome Informatics,Visualisation for BLAST results,http://www.hiten.io/blog/articles/gsoc-16/,https://summerofcode.withgoogle.com/archive/2016/organizations/5362834141609984/
2016,,Liquid Galaxy Project,Visualization DLP (Drone Logistics Platform),https://github.com/LiquidGalaxyLAB/DLP/blob/master/GSOC2016.md,https://summerofcode.withgoogle.com/archive/2016/organizations/6555183903408128/
2016,,"Genes, Genomes and Variation",Visualization of Genomic Sequence Graphs,https://github.com/wolfib/sequenceTubeMap,https://summerofcode.withgoogle.com/archive/2016/organizations/6638327222501376/
2016,,R project for statistical computing,Visualization of model hyperparameter optimization curves,https://github.com/mlr-org/mlr/commits?author=MasonGallo,https://summerofcode.withgoogle.com/archive/2016/organizations/6032418200879104/
2016,,R project for statistical computing,Visualization of powerful boundary detection tools,https://github.com/nasyring/GSOC-BayesBD/commits/master,https://summerofcode.withgoogle.com/archive/2016/organizations/6032418200879104/
2016,,BioJS,Visualization of target-disease relationships in drug discovery,http://partizanos.github.io/VizTargetDiseases/about.html,https://summerofcode.withgoogle.com/archive/2016/organizations/6650532982685696/
2016,,Java Pathfinder Team,Visualization Support for JDart,http://chaofz.me/jdart-viz/description/,https://summerofcode.withgoogle.com/archive/2016/organizations/4723150839349248/
2016,,National Resource for Network Biology (NRNB),Visualizing genomic alterations in TCGA cancer pathways in cBioPortal,https://docs.google.com/document/d/1WlhdTuwfT8mUiEiklrkjNwFQwgDy9xJgbmGDFTbUQOg/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2016/organizations/6599328919453696/
2016,,Open Source Robotics Foundation,Visualizing Joint Solutions in Descartes,http://wiki.ros.org/reuleaux,https://summerofcode.withgoogle.com/archive/2016/organizations/5925784095031296/
2016,,Computational Science and Engineering at TU Wien,"Visualizing Tool for Probabilistic Classification data in WEKA, RapidMiner, KNIME and R",https://katehara.github.io/classilist-site/,https://summerofcode.withgoogle.com/archive/2016/organizations/5902411419877376/
2016,,MuseScore,voice to part tool and extended implode/explode tool,https://musescore.org/en/user/124871/blog/2016/08/17/gsoc-work-product,https://summerofcode.withgoogle.com/archive/2016/organizations/5302100888125440/
2016,,Eclipse Foundation,Vorto : Web based Graphical IoT System Modeling Too,https://github.com/nagavijays/IoT-Graphical-System-Modeler/commits?author=tharindu99,https://summerofcode.withgoogle.com/archive/2016/organizations/6236335463464960/
2016,,Copyleft Games,Vox.GL Bootstrap,https://docs.google.com/document/d/1go_XqbNDlfU4K4CzzUkEoK8yfOQfa1tILhVPtOls7S8/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2016/organizations/5222096653254656/
2016,,The Honeynet Project,Vulnerability emulation for SNARE and TANNER,https://github.com/mushorg/tanner/wiki/Google-Summer-of-Code-2016-Work-Product-Submission,https://summerofcode.withgoogle.com/archive/2016/organizations/5961791221792768/
2016,,Apache Software Foundation,VXQUERY-178: Support JSONiq - add objects to the data model,http://mail-archives.apache.org/mod_mbox/vxquery-dev/201608.mbox/%3CCAMOqS%2BjR6zvZ59xSeBa-KmBmKDRQtRuh2e2wPSD%2Bw8G_ttXopg%40mail.gmail.com%3E,https://summerofcode.withgoogle.com/archive/2016/organizations/5934639780724736/
2016,,Berkman Center for Internet and Society,Wave Federation protocol over the Matrix Protocol,https://github.com/Waqee/incubator-wave/blob/master/MATRIX-FEDERATION.md,https://summerofcode.withgoogle.com/archive/2016/organizations/6488734048452608/
2016,,mlpack: a scalable C++ machine learning library,We need to go deeper - GoogLeNet,http://mlpack.org/gsocblog/we-need-to-go-deeper-googlenet-project-summary.html,https://summerofcode.withgoogle.com/archive/2016/organizations/5115751115522048/
2016,,WSO2,Web (Javascript / D3) based BPMN editor to support a subset of commonly used BPMN constructs,https://gist.github.com/heshanjse/25e727ce17e8b76619f70fbb91b4226f,https://summerofcode.withgoogle.com/archive/2016/organizations/5243158099132416/
2016,,Health Information Systems Programme,Web App for quick entry of test data in DHIS2 tracker,https://lists.launchpad.net/dhis2-devs/msg46482.html,https://summerofcode.withgoogle.com/archive/2016/organizations/5849050746191872/
2016,,Debian Project,Web Client and Connection Manager for reSIProcate,https://wiki.debian.org/SummerOfCode2016/StudentApplications/MateusBellomo,https://summerofcode.withgoogle.com/archive/2016/organizations/4808739873882112/
2016,,The Honeynet Project,Web Interface and Generic API Development for Holmes Processing,https://gist.github.com/cynexit/046b781454b8a9bd49b79eac4d6b1f02,https://summerofcode.withgoogle.com/archive/2016/organizations/5961791221792768/
2016,,OSGeo - The Open Source Geospatial Foundation,Web-based administration & process management for PyWPS,https://lists.osgeo.org/pipermail/soc/2016-August/003523.html,https://summerofcode.withgoogle.com/archive/2016/organizations/6434461499523072/
2016,,Eclipse Foundation,Web-based Dev Tool to create Information Models,http://shivkandikuppa.blogspot.in/2016/08/gsoc-2016-final-submission-vorto_22.html,https://summerofcode.withgoogle.com/archive/2016/organizations/6236335463464960/
2016,,Mozilla,Web-based GDB Frontend,https://gist.github.com/baygeldin/10653d3268e7d2f63e22818b2a3f14d3,https://summerofcode.withgoogle.com/archive/2016/organizations/5282259481395200/
2016,,GNOME,Web: Bookmarks Subsystem Update,https://git.gnome.org/browse/epiphany/log/?h=wip%2Fbookmarks&qt=author&q=Iulian+Radu,https://summerofcode.withgoogle.com/archive/2016/organizations/6228320517619712/
2016,,GNOME,Web: Session Sync,https://git.gnome.org/browse/epiphany/log/?h=wip/ephy-sync&qt=author&q=Gabriel+Ivascu,https://summerofcode.withgoogle.com/archive/2016/organizations/6228320517619712/
2016,,OSGeo - The Open Source Geospatial Foundation,WEBGRASS,https://trac.osgeo.org/grass/wiki/GSoC/2016/WebGrass,https://summerofcode.withgoogle.com/archive/2016/organizations/6434461499523072/
2016,,Xapian Search Engine Library,Weighting Schemes,https://trac.xapian.org/wiki/GSoC2016/Weighting/Code,https://summerofcode.withgoogle.com/archive/2016/organizations/5814122998398976/
2016,,Wayland,Weston output management enhancements,https://armin-gsoc.blogspot.ba/2016/08/summary.html,https://summerofcode.withgoogle.com/archive/2016/organizations/4886349127614464/
2016,,Apache Software Foundation,White Box and Regression Testing of the Mynewt OS,https://gist.github.com/NgesBrian/3e4521c0228f6c635e7b69318f38dccb,https://summerofcode.withgoogle.com/archive/2016/organizations/5934639780724736/
2016,,KDE,Wiki-to-learn (W2L) Desktop Client,https://community.kde.org/GSoC/2016/StatusReports/jgupta,https://summerofcode.withgoogle.com/archive/2016/organizations/5267579820048384/
2016,,KDE,WikiToLearn Rating,https://community.kde.org/index.php?title=GSoC/2016/StatusReports/AbhimanyuSinghShekhawat&oldid=73635,https://summerofcode.withgoogle.com/archive/2016/organizations/5267579820048384/
2016,,ReactOS,Win32 Network Driver with lwIP 1.4.1,https://reactos.org/blogs/google-soc-lwip-conclusion,https://summerofcode.withgoogle.com/archive/2016/organizations/5590036569391104/
2016,,Netfilter project,Work on nftables missing features and iptables to nftables translation tool,https://gist.github.com/pablombg/6279b507ea2c57fc5398f71cc12d2674,https://summerofcode.withgoogle.com/archive/2016/organizations/6465361373298688/
2016,,CiviCRM,Work to improve and expand CiviMobile,https://github.com/AdamHillier/com.webaccessglobal.module.civimobile/wiki/GSOC-Project:-final-wrap-up,https://summerofcode.withgoogle.com/archive/2016/organizations/4866334043144192/
2016,,Open Genome Informatics,Work with the Dockstore Team and the GA4GH to Enable Cross Docker Repository Sharing,https://docs.google.com/document/d/1suJVO5VGXn3sFI3Rk88uU4vbLJHH5ZpTxUSzZDcfO8M/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2016/organizations/5362834141609984/
2016,,The STE||AR Group,Working on parallel algorithms for hpx::vector,https://github.com/STEllAR-GROUP/hpx/pull/2287,https://summerofcode.withgoogle.com/archive/2016/organizations/6112304055713792/
2016,,Scala,Working towards a fully featured version of CBT,https://docs.google.com/document/d/1Ff-Hm14uwCF9q6t70xbv96leyoSMJcjOMmKW7qIPYNc/edit?usp=sharing,https://summerofcode.withgoogle.com/archive/2016/organizations/5069813219065856/
2016,,Robocomp,Writing a name and port service for running components,http://robocomp.github.io/website/2016/08/20/yashWeek16,https://summerofcode.withgoogle.com/archive/2016/organizations/6723762711953408/
2016,,Scilab Enterprises,Xcos Automatic Layout II,https://wiki.scilab.org/GSoC2016_ChenfengZHU,https://summerofcode.withgoogle.com/archive/2016/organizations/5960176045654016/
2016,,The Honeynet Project,YAPDNS,https://yapdns.github.io/2016/08/17/introducing-yapdns/,https://summerofcode.withgoogle.com/archive/2016/organizations/5961791221792768/
2016,,Debian Project,YooHoo - The Perfect Chat Engine,https://wiki.debian.org/SummerOfCode2016/WorkProduct/Balram,https://summerofcode.withgoogle.com/archive/2016/organizations/4808739873882112/
2016,,Free and Open Source Silicon Foundation,Yosys Tools: Automatic schematic generation for web browsers,https://github.com/RishabhRawat/schematicGenerator/commits?author=RishabhRawat,https://summerofcode.withgoogle.com/archive/2016/organizations/5210550707421184/
2016,,Apache Software Foundation,Zeppelin Notebook Storage using P2P protocol,https://onkarshedge.github.io/gsoc2016/,https://summerofcode.withgoogle.com/archive/2016/organizations/5934639780724736/
2016,,Apache Software Foundation,Zeppelin Notebooks,https://github.com/anish18sun/Zeppelin-Notebooks,https://summerofcode.withgoogle.com/archive/2016/organizations/5934639780724736/
2016,,International Neuroinformatics Coordinating Facility,ZeroMQ-based distributed messaging system in the OpenBCI brain­-computer interface framework,https://github.com/mroja/openbci/tree/gsoc2016,https://summerofcode.withgoogle.com/archive/2016/organizations/6563422992859136/
